name	synonyms
"&alpha;-D-ribose-1-phosphate"	"&alpha;-D-ribose-1P; D-ribose-1-phosphate; &alpha;-D-ribofuranose 1-phosphate; ribose-1-phosphate; "
1,3-dioctanoyl-1,2,3-butanetriol	"3-methyl-1,3-diC<sub>8</sub>; "
D-alanine	"D-ala; "
5-amino-6-(D-ribitylamino)uracil	"6-(1-D-ribitylamino)-5-amino-2,4-dihydroxypyrimidine; 5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione; 6-(1-D-ribitylamino)-5-aminouracil; 5-amino-6-(1-D-ribitylamino)pyrimidine-2,4(1H,3H)-dione; ARP; "
4-methyl-3-oxoadipate-enol-lactone	
malonyldaidzin	
<i>N</i><sup>5</sup>-methyltetrahydromethanopterin	"N5-methyl-5,6,7,8-tetrahydromethanopterin; 5-methyl-THMPT; 5-methyl-5,6,7,8-tetrahydromethanopterin; 5-methyl-H<sub>4</sub>MPT; 5-methyl-tetrahydromethanopterin; methyl-H<sub>4</sub>MPT; "
2-oxo-3-hydroxy-propane-1-sulfonate	
<i>S</i>-ribosyl-L-homocysteine	"ribose-5-<i>S</i>-homocysteine; S-D-ribosyl-L-homocysteine; S-Ribosylhomocysteine; S-ribosylhomocysteine; Ribose-5-S-homocysteine; <i>S</i>-(5-deoxy-D-ribos-5-yl)-L-homocysteine; "
3-mercaptovalerate	"3-mercaptovaleric acid; "
"eugenyl 6-<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-&beta;-<i>D</i>-glucopyranoside"	"sasanquin; eugenyl &beta;-primeveroside; "
(2S,3S,7R)-2,3-diamino-8-(1-carbamoyl-2-iminoimidazolidin-4-yl)-7-hydroxyoctanoate	
pseudocumene	"asymmetrical trimethylbenzene; psi-cumene; 1,3,4-trimethylbenzene; uns-trimethylbenzene; 1,2,5-trimethylbenzene; pseudocumol; 1,2,4-trimethylbenzene; as-trimethylbenzene; "
4-methylpent-2-enoyl-CoA	"isocaprenoyl-CoA; "
naringin dihydrochalcone	
4-toluenesulfonate	"4-toluenesulphonate; p-toluenesulfonate; toluene-4-sulfonate; "
UWM6	"(3R,4aR,12bR)-3,4a,7,8-tetrahydroxy-3-methyl-2,4,5,12b-tetrahydrotetraphene-1,6-dione; "
diethylthiophosphate	"DETP; diethylthiophosphoric acid; "
benzylisothiocyanate	
thiomarinol D	
"N(&alpha;)-benzyloxycarbonyl-L-leucine"	
caffealdehyde	"caffeic aldehyde; 3,4-dihydroxycinnamaldehyde; "
cirsilineol	"anisomelin; 5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-6,7-dimethoxy-4H-chromen-4-one; fastigenin; 5,4'-dihydroxy-6,7,3'-trimethoxyflavone; eupatrin; "
7,8-dihydroneopterin 2',3'-cyclic phosphate	"7,8-dihydro-D-neopterin 2',3'-cyclic phosphate; "
<i>sn</i>-1,2-di(2-propylpentanoyl)glycerol	"di(2-propylC<sub>5</sub>); "
N'-phosphoguanidinoethyl methyl phosphate	"[N-[2-(hydroxy-methoxy-phosphinoyl)oxyethyl]carbamimidoyl] aminophosphonic acid; "
2-dehydro-3-deoxy-L-rhamnonate	"L-2-keto-3-deoxyrhamnonate; 2-dehydro-3,6-dideoxy-L-mannonate; 2-dehydro-3-deoxy-L-rhamnonic acid; 2-keto-3-deoxy-L-rhamnonate; KDR; L-KDR; "
fumigatol	
10,16-dihydroxypalmitate	"10,16-dihydroxyhexadecanoic acid; 10,16-dihydroxypalmitic acid; 10,16-dihydroxyhexadecanoate; "
2-dehydro-3-deoxy-D-gluconate 6-phosphate	"2-dehydro-3-deoxy-6-phospho-D-gluconate; 6-phospho-2-dehydro-3-deoxy-D-gluconate; 6-p-2-k-3-deo-gluconate; 3-deoxy-D-<i>erythro</i>-hex-2-ulosonic acid 6-phosphate; 2-keto-3-deoxy-6-P-gluconate; 2-keto-3-deoxygluconate-6-P; 2-keto-3-deoxy-6-phospho-gluconate; 3-deoxy-D-<i>erythro</i>-hex-2-ulosonate-6-phosphate; 6-phospho-2-dehydro-3-deoxygluconate; 2-keto-3-deoxy-6-phosphogluconate; 6-phospho-2-keto-3-deoxygluconate; 2-keto-3-deoxy-6-phospho-D-gluconate; KDGP; "
"&beta;-D-ribopyranose"	
oryzalide B	
"&beta;-citraurin"	"3-hydroxy-&beta;-<i>apo</i>-8'-carotenal; "
3-heptaprenyl-4-hydroxybenzoate	
5''-phosphoribosylparomamine	
<i>sn</i>-glycero-3-phosphocholine	"L-1-glycero-phosphorylcholine; glycero-phosphocholine; <i>sn</i>-3-GPC; L-1-glycero-3-phosphocholine; glycerophosphocholine; "
a nascent peptidoglycan with L,D cross links (<i>meso</i>-diaminopimelate containing)	
<i>N</i>-acetyl-L-leucine	
(+)-bisdechlorogeodin	"methyl (2S)-4-hydroxy-6-methyl-4'-oxo-3H-spiro[1-benzofuran-2,1'-cyclohexa[2,5]diene]-2'-carboxylate; "
"cyanidin-3-<i>O</i>-&beta;-D-galactoside"	"cyanidin 3-<i>O</i>-&beta;-D-galactose; "
<i>N</i>-acetylphosphinothricin	
(12Z)-9-hydroxy-10-oxo-octadec-12-enoate	"(12Z)-9-hydroxy-10-oxo-octadec-12-enoic acid; "
2-chlorobenzoate	"o-chlorobenzoic acid; 2-chlorobenzoic acid; "
(<i>R</i>)-2-hydroxybutanoyl-CoA	
"(+)-&alpha;-muurolene"	
16-hydroxyphytanate	"16-hydroxy-3,7,11,15-tetramethylhexadecanoate; 16-hydroxy-3,7,11,15-tetramethylpalmitate; 16-hydroxy-phytanic acid; "
4-chlorophenoxyacetate	"4-CPA; "
4-vinylphenol	"4-hydroxystyrene; "
"&beta;-L-sorbopyranose"	
oleocanthal	"2-(4-hydroxyphenyl)ethyl (3S,4E)-4-formyl-3-(2-oxoethyl)hex-4-enoate; "
L-threonine amide	
ethylenediamine	"ethanediamine; 1,2-diaminoethane; dimethylenediamine; 1,2-ethanediamine; "
6-(2-amino-2-carboxylatoethyl)-7-hydroxy-8-oxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate	
eriodictyol dibenzoylmethane tautomer	
2-methyldiplopterol	
2-acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	
calcitriol	"(1S,3R,5Z,7E)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol; 1,25-dihydroxyvitamin D<sub>3</sub>; 1,25-dihydroxyvitamin D3; "
3-geranyl-4-hydroxybenzoate	"geranyl-4-hydroxybenzoate; geranyl-p-hydroxybenzoate; geranyl-hydroxybenzoate; "
xanthohumol C	
3-phospho-D-glycerate	"3-P-D-glycerate; D-glycerate 3-phosphate; 3-phospho-(R)-glycerate; D-3-phosphoglycerate; 3-phosphoglycerate; 3-phospho-D-glyceric acid; D-glycerate-3-P; "
aclacinomycin B	
hexadecane	"n-hexadecane; n-cetane; cetane; "
an amino group	
(<i>S</i>)-scoulerine	"(13as)-5, 8,13,13a-tetrahydro-3,10-dimethoxy-6H-dibenzo[a,g]quinolizine-2,9-diol; "
L-glutamate	"glt; glu; L-glu; glutacid; &alpha;-aminoglutaric acid; L-glutamic acid; glut; 2-aminopentanedioic acid; 1-amino-propane-1,3-dicarboxylic acid; glutaminic acid; E; "
6-[3-hydroxy-2-(3,5,7-trioxononanoyl)phenyl]-3,5-dioxohexanoate	
"4&alpha;-formyl,4&beta;,14&alpha;-dimethyl-9&beta;,19-cyclo-5&alpha;-cholest-24-en-3&beta;-ol"	"(3&beta;,4&alpha;)-3-hydroxy-9,19-cyclolanost-24-en-28-al; "
"pteroyl-&gamma;-glutamyl-&gamma;-glutamylglutamate"	"pteroyl-&gamma;-glutamyl-&gamma;-glutamylglutamic acid; "
gaudimycin B	
"4-deoxy-&beta;-D-gluc-4-enuronosyl-(1,3)-<i>N</i>-acetyl--D-glucosamine 6-sulfate"	"4-deoxy-&beta;-D-&Delta;<sup>4</sup>-GlcAp-(1&rarr;3)-D-GlcNAc6S; "
(10E,12Z)-9-hydroxyoctadeca-10,12-dienoate	
betulin	"betulinol; betulol; betuline; trochol; "
3,4-dihydroxyphenylpyruvate	"3-(3,4-dihydroxyphenyl)pyruvate; 3-(3,4-dihydroxyphenyl)-2-oxo-propanoic acid; "
3-oxo-docosapentaenoyl-CoA	"(5Z,8Z,11Z,14Z,17Z)-3-oxo-docosa-5,8,11,14,17-pentaenoyl-CoA; "
isoshowacene	"20-methyl-21,22-didehydro-20,21-dihydrobotryococcene; "
unsaturated CDP-archaeol	"unsaturated C20-C20 ether lipid; CDP-2,3-bis-<i>O</i>-(geranylgeranyl)-<i>sn</i>-glycerol; "
docosanyl docosanoate	
heliocide B1	
"&alpha;-L-sorbofuranose 1-phosphate"	"&alpha;-L-sorbofuranose-1-P; "
"7-<i>O</i>-methylvitexin 2''-<i>O</i>-&beta;-L-rhamnoside"	
cyclopropene	"Cyclopropenylidene; 1-Cyclopropene; "
3-ethylcytosine	
isorhamnetin 7-<i>O</i>-glucoside	"isorhamnetin 7-glucoside; "
acetylacetone	"ACAC; Hacac; 2,4-dioxopentane; 2,4-pentadione; 2,4-pentanedione; pentane-2,4-dione; "
4-amino-2-trifluoromethyl 5-hydroxymethylpyrimidine pyrophosphate	"CF3-HMP-PP; "
3-oxo-tetracosapentaenoyl-CoA	"3-oxo-<i>all-cis</i>-9,12,15,18,21-tetracosapentaenoyl-CoA; 3-oxo-(9Z,12Z,15Z,18Z,21Z)-tetracosa-9,12,15,18,21-pentaenoyl-CoA; 3-oxo-(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA; "
nt-pentose-ring	
raucaffricine	
D-proline betaine	
di-<i>trans</i>,poly-<i>cis</i>-nonaprenyl diphosphate	"nonaprenyl pyrophosphate; nonaprenyl diphosphate; nonaprenyl-PP; "
"1-&alpha;-linolenoyl-2-&alpha;-linolenoyl-phosphatidylcholine"	"1,2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine; 1-18:3-2-18:3-phosphatidylcholine; 1-18:3-2-18:3-sn-glycerol-3-phosphocholine; 18:3-18:3-PC; phosphatidylcholine (1-18:3-2-18:3); "
"UDP-&alpha;-D-glucose"	"UDPG; UDP-D-glucose; UDP-glucose; "
D-<i>erythro</i>-sphinganine	"dihydrosphingosine; D-<i>erythro</i>-dihydrosphingosine; sphinganine; D-<i>erythro</i>-dihydrosphingosine (C18); D-<i>erythro</i>-sphinganine (C18); D-<i>erythro</i>-DHS; "
3-chloro-5-methylcatechol	"5-methyl-3-chlorocatechol; "
"1,4-&alpha;-D-glucooligosaccharide"	
"cholest-5-ene-3&beta;,7&alpha;,25-triol"	
bolton and Hunter derivative of ampicillin	
7-dehydrocholesterol	"cholesta-5,7-dienol; provitamin D<sub>3</sub>; cholesta-5,7-dien-3&beta;-ol; cholesta-5,7-dien-3 &beta;-ol; 7-dehydro-cholesterol; "
"&beta;-peltatin"	
(<i>S</i>)-piperazine-2-carboxamide	
tricaffeoyl spermidine	"N<sup>1</sup>,N<sup>5</sup>,N<sup>10</sup>-tricaffeoyl spermidine; "
C65 dolichol	"dolichol-13; "
20-hydroxy-13-14 epoxy-prefusarin	
staphyloferrin B	
polyprenylpyrophosphate	"RPP; polyprenyl-PPi; "
neolinustatin	"butanenitrile; [(2R)-2-(6-<i>O</i>-&beta;-<i>D</i>-glucopyranosyl-&beta;-<i>D</i>-glucopyranosyloxy)-2-methylbutyronitrile)]; "
8C-glucosyl-2-hydroxynaringenin	
(1<i>R</i>,6<i>R</i>)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	"SHCHC; (1<i>R</i>,6<i>R</i>)-2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate; 2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID; "
<i>trans</i>-hex-2-enoyl-CoA	"(2<i>E</i>)-hexenoyl-CoA; <i>trans</i>-2-hexenoyl-CoA; hexenoyl-CoA; "
glycolate	"glycollate; glycolic acid; hydroxyacetic acid; "
5-chlorocarbonyl-2-hydroxy-penta-2,4-dienate	
L-mycarose	"L-cladinose; "
K-252c	"K252c; staurosporine aglycone; "
D-lysine	"D-2,6-diaminohexanoic acid; "
gibberellin A<sub>53</sub>	"GA<sub>53</sub>; GA53; "
(3<i>R</i>)-citramalyl-CoA	"D-citramalyl-CoA; "
(2<i>S</i>)-2-phospholactate	"(<i>S</i>)-phospholactate; L-phospholactic acid; (<i>S</i>)-phospholactic acid; L-phospholactate; "
adenylyl molybdenum cofactor	"MPT-AMP; MAD; MoO<sub>2</sub>(OH)Dtpp-mADP; molybdopterin adenine dinucleotide; <i>bis</i>-molybdopterin adenine dinucleotide; "
inositol phosphomannosylinositol phosphoceramide C (C24)	"inositol phosphomannosylinositol phosphoceramide C (C24); Ins-1-P-6-Man-&beta;(1-2)-Ins-1-P-Cer(t18:0/2-OH-24:0); M(IP)2C-C (C24); inositol phosphomannosylinositol phosphoceramide C (18:0/24:0); M(IP)2C-3 (C24); "
[1-(2-amino-4-methylpentanamido)ethenyl]phosphonate	
3-hydroxy-3-(methylthio)propanoyl-CoA	
CDP-1-myristoyl-2-palmitoleoylglycerol	
6-phosphonouridine 5'-monophosphate	
"&alpha;-D-paratopyranose"	
"(25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA"	"3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA; "
(-)-lariciresinol	
"UDP-4-amino-4,6-dideoxy-<i>N</i>-acetyl-&beta;-L-altrosamine"	"UDP-4-amino-4,6-dideoxy-&beta;-<i>N</i>-acetyl-L-altropyranose-; UDP-4-amino-4,6-dideoxy-&beta;-L-AltNAc; "
10,11-epoxy-3-geranylgeranylindole	
"&alpha;-maltose 1-phosphate"	
UDP-diglyceride	
1,16-hexadecane-diol	"1,16-hexadecanediol; hexadecane-1,16-diol; "
isorhamnetin 3, 4'-bisulfate	
notoamide T	
4-methylaminobutanoate	"4-methylaminobutyrate; &gamma;-<i>N</i>-methylaminobutyrate; "
N3-hydroxypropylcytosine	
2,3-<i>cis/trans</i>-proanthocyanidin	
"3-hydroxy-&beta;-ionone"	"3-hydroxy-9-apo-&beta;-caroten-9-one; "
9,10-anthraquinone	
<i>N</i>-nitro-L-arginine	"L-<i>N</i><sup>G</sup>-nitroarginine; L-nitroarginine; nitroarginine; "
5'-amino-5'-deoxyadenosine	
butyramide	"butanoic acid, amide; n-butyramide; n-butylamide; butanimidic acid; butanamide; "
(15<i>E</i>)-phycoviolobilin	"(15<i>E</i>)-phycobiliviolin; "
(R)-ibuprofen	"(2R)-2-[4-(2-methylpropyl)phenyl]propanoate; "
D-fenchone	
2,5-xylenol	"2,5-dimethylphenol; "
Cu:pyrimidine-2,6-bis(thiocarboxylate)	"Cu:PDTC; "
dimethylamine	"{CH3}2NH2; "
5-(hydroxymethyl)-2-methylphenol	
"&beta;-seco-amyrin"	
4-chloro-2-methyl-<i>cis,cis</i>-muconate	
5'-deoxy-5'-fluoroadenosine	
3-hydroxyechinenone	"3-hydroxy-4-keto-&beta;,&beta;-carotene; "
6-<i>S</i>-cysteinyl-flavin mononucleotide	"6-<i>S</i>-cysteinyl-FMN; "
saturated archaetidylserine	
iodate	"trioxidoiodate(1-); IO<sub>3</sub><sup>-</sup>; "
cetyltrimethylammonium	
gentisyl-CoA	
2-dehydro-3-deoxy-L-mannonate	"2-keto-3-deoxy-L-mannonate; "
codeine	"7,8-Didehydro-4,5-epoxy-3-methoxy-17-methyl-(5,6)-morphinan-6-ol; "
5-azacytidine	
fumitremorgin C	"lanosulin; "
laurate	"tin II 2-ethylhexanoate; <i>n</i>-dodecanoic acid; lauric acid; n-dodecanoic acid; dodecanoate; dodecanoic acid; "
isotirucallol	
benzyl-2-methyl-3-oxobutanoate	"2-methyl-3-oxo-butanoic acid benzyl ester; "
8-methylthiooctylhydroximoyl-glutathione	
a <i>holo</i> citrate-lyase	"<i>holo</i> citrate-lyase; "
2-hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene) but-2-enoate	"2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene) but-2-enoic acid; "
3,4-dihydroxybenzoate-adenylate	
aeruginopeptin 917S-C	
indole-3-acetyl-glutamate	"indole-3-acetyl-Glu; IAA-Glu; indole-3-acetyl-glutamic acid; "
CDP	"cytidine-diphosphate; cytidine-5'-diphosphate; "
"<i>ent</i>-11&beta;-hydroxycassa-12,15-diene"	
salutaridine	"5,6,8,14-tetradehydro-4-hydroxy-3,6-dimethoxy-17-methyl-morphinan-7-one; "
trifluoroalanine	
3,3',4',5,7-pentahydroxy-8-methoxyflavone	"corniculatusin; gossypetin 8-methyl ester; "
linear dimeric GMP	"5'-phosphoguanylyl(3'->5')guanosine; l-di-GMP; 5'pGpG; "
2-phosphoglycolate	"2-P-glycolate; Phosphoglycolic acid; phosphoglycolate; "
isozeaxanthin	"4,4'-dihydro-&beta;,&beta;-carotene; "
ergost-7-enol	
<i>cis</i>-(-)-7,2'-dihydroxy-4',5'-methylenedioxyisoflavanol	"DMDI; 7,2'-dihydroxy-4',5'-methylenedioxyisoflavanol; (3R)-3-(6-hydroxy-2H-1,3-benzodioxol-5-yl)-3,4-dihydro-2H-1-benzopyran-4,7-diol; "
L-carnitinamide	
"&alpha;-D-mannose 1-phosphate"	"mannose-1-phosphate; mannose-1-P; D-mannose-1-phosphate; "
"26,26,26,27,27,27-hexafluoro-1&alpha;,23(<i>S</i>),25-trihydroxyvitamin D<sub>3</sub>"	"ST232; "
methoxyfuraneol (keto form)	
(-)-jasmonoyl-L-valine	"(-) jasmonic acid L-valine conjugate; (-)-jasmonate-L-valine; (-)-JA-L-Val; (-)-JA-Val; (-) jasmonic acid L-valine; (-)-jasmonyl-L-valine; "
oryzalide A	
deoxynortryptoquialanone	"deoxytryptoquialanone; "
3,24-dioxo-cholest-4-en-26-oate	
1-dodecanoyl-sn-glycerol 3-phosphate	
hematin	"ferriheme hydroxide; ferriprotoporphyrin IX hydroxide; "
17-O-deacetylvindoline	"deacetylvindoline; "
C100 dolichol	"dolichol-20; "
<i>S</i>-succinylglutathione	
phosphatidylglycerolphosphate (1-palmitoyl, 2-cis-vaccenoyl)	
N<sup>2</sup>-succinyl-L-glutamate 5-semialdehyde	"N<sup>2</sup>-succinylglutamate semialdehyde; N<sup>2</sup>-succinylglutamic semialdehyde; N<sup>2</sup>-succinylglutamic-semialdehyde; "
(<i>S</i>)-6-hydroxynicotine	"L-6-hydroxynicotine; (<i>S</i>)-5-(1-methyl-pyrrolidin-2-yl)-pyridin-2-ol; (<i>S</i>)-5-(1-methyl-pyrrolidin-2-yl)-1H-pyridin-2-one; "
5',5'''-diadenosine pentaphosphate	"Ap5A; bis(5'-adenosyl) pentaphosphate; P<sup>1</sup>,P<sup>5</sup>-di(adenosine-5')-pentaphosphate; P(1),P(5)-di(adenosine-5'-)pentaphosphate; Ap<sub>5</sub>A; P1,P5-bis(5'-adenosyl) pentaphosphate; "
2-methyl-1,5-dinitro-3-nitrosobenzene	"2-nitroso-4,6-dinitrotoluene; "
2'-hydroxy 3,6,7,4'-tetramethylquercetagetin	
methyl iodide	
5-hydroxy-desmethylanthrotainin	
(3<i>R</i>)-3-amino-3-phenylpropanoyl-CoA	"&beta;-phenylalanoyl-CoA ester; (3<i>R</i>)-&beta;-phenylalanoyl-CoA; "
(5S,6S)-6-amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate	"<i>trans</i>-2,3-dihydro-3-hydroxyanthranilate; <i>trans</i>-2,3-dihydro-3-hydroxyanthranilic acid; "
carbonyl cyanide p-trifluoromethoxyphenylhydrazone	
chlorate	"chloric acid; "
"luteolin 7-O-&beta;-D-glucuronide"	"luteolin 7-O-glucuronide; "
cinnabaramide A	
5,10-methylenetetrahydropteroyl mono-L-glutamate	"N<SUP>5</SUP>,N<SUP>10</SUP>-methylenetetrahydrofolate mono-L-glutamate; 5,10-methylene-H<sub>4</sub>PteGlu<sub>1</sub>; 5,10-methylenetetrahydrofolate mono-L-glutamate; "
cyanoborohydride	
S-6-methylthiohexylhydroximoyl-L-cysteine	
biochanin A-7-<i>O</i>-glucoside-6''-malonate	"Biochanin A 7-O-&beta;-D-glucoside 6''-O-malonate; biochanin A 7-O-(6-O-malonyl-&beta;-D-glucoside); "
cycloheptadienyl	
2-morpholinoethanol	"&beta;-morpholinoethanol; 4-morpholineethanol; 2-(morpholin-4-yl)ethan-1-ol; 2-(morpholin-4-yl)ethanol; "
tricetin	"5,7,3',4',5'-pentahydroxyflavone; "
(+)-sesamolin	
inositol phosphomannosylinositol phosphoceramide A (C26)	"M(IP)2C-A; M(IP)2C-1; Ins-1-P-6-Man-1-2-Ins-1-P-Cer(d18:0/26:0); mannose-(inositol-P)2-ceramide-A; "
dTDP-D-forosamine	
3S-hydroxy-(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	"3S-hydroxy-(6Z,9Z,12Z,15Z,18Z)-tetracosa-6,9,12,15,18-pentaenoyl-CoA; "
"&beta;-L-rhamnosyl-(1,6)-&beta;-D-glucosyl-(1,6)-&alpha;-D-glucosyl-(1,2)-&beta;-D-glucuronate-(1,2)-<i>N</i>-acetyl-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol"	"monoacetylated form of acetan monomer; L-Rha-&beta;-(1,6)-Glc-&beta;-(1,6)-Glc-&alpha;-(1,4)-GlcA-&beta;-(1,2)-NAc-D-Man-&alpha;-(1,3)-D-Glc-&beta;-(1,4)-Glc-&alpha;-1-diphosphoundecaprenol; "
22-hydroxy-3-oxochol-4-en-24-oyl-CoA	
"<i>all-trans</i>-&beta;-carotene"	"&beta;-carotene; "
benzimidazole	
5,5'-dithio-bis-2-nitrobenzoate	"5'-dithio-bis(2-nitrobenzoic acid); dithionitrobenzoate; 5,5'-dithio-bis(2-nitrobenzoic acid); dithionitrobenzoic acid; 5-(3-carboxy-4-nitro-phenyl)disulfanyl-2-nitro-benzoic acid; DTNB; "
"<i>o</i>-nitrophenyl-&beta;-galactoside"	"2-nitrophenylgalactoside; ONPG; "
neomycin C	
"&beta;-tocopherol"	"5,8-dimethyltocol; "
2-<i>N</i>-acetamidomethylphosphonate	
dihydrostreptomycin	
4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate methyl ester	
pyrethrin II	
3-hydroxypropanoyl-CoA	"3-hydroxypropanoyl coenzymeA; 3-hydroxypropionyl-CoA; 3-hydroxypropionyl-coenzyme A; "
2-amino-4-carboxypyrimidine	
dehydroepiandrosterone	"androstenolone; dehydroisoandrosterone; androst-5-en-17-one, 3-hydroxy-, (3&beta;)-; 3-&beta;-hydroxyandrost-5-en-17-one; DHEA; DHA; "
cerulenin	"(2S,3R)-2,3-epoxy-4-oxy-7,10-dodecadienoylamide; "
<i>meso</i>-diaminopimelate	"meso-diaminoheptanedioate; meso-1-&alpha;,&epsilon;-diaminopimelate; D,L-DAP; D,L-diaminopimelate; meso-A<SUB>2</SUB>pm; M-DAP; meso-2,6-diaminoheptanedioate; meso-2,6-diaminopimelate; D,L-meso-diaminoheptanedioate; "
"&beta;-D-galactosyl-(1->4)-L-rhamnose"	
rotenone	
(<i>R</i>)-4-dehydropantoate	
"1,3-&beta;-D-galactosyl-<i>N</i>-acetyl-D-glucosaminyl-R"	
pseudoephedrine	"(1S,2S)-(+)-pseudoephedrine; "
"benzyl 6-<i>O</i>-&beta;-<i>D</i>-apiofuranosyl-&beta;-<i>D</i>-glucopyranoside"	"benzyl acuminose; "
kauralexin B3	"<i>ent</i>-kaur-15-en-19-al-17-oic acid; <i>ent</i>-kaur-15-en-19-al-17-oate; "
3-<i>O</i>-L-lysyl-1-<i>O</i>-phosphatidylglycerol	"3-phosphatidyl-(3'-O-L-lysyl)glycerol; "
castanospermine	"1,6,7,8-tetrahydroxyoctahydroindolizine; 6-epicastanospermine; 6,7-diepicastanospermine; castinospermine; "
fumigaclavine C	"(2R,3S,4S,7R)-3-(acetyloxy)-4,6-dimethyl-10-(2-methylbut-3-en-2-yl)-6,11-diazatetracyclo[7.6.1.0<sup>2,7</sup>.0<sup>12,16</sup>]hexadeca-1(16),9,12,14-tetraen-6-ium; "
N-carbamoyldiaminopropane	
(1<i>E</i>)-4-oxobut-1-ene-1,2,4-tricarboxylate	"4-oxalomesaconate; OMAketo; 4-oxalmesaconic acid; (E)-3-carboxy-5-oxo-2-hexenedioic-acid; &gamma;-oxalomesaconate; "
piperazate	"hexahydropyridazine-3-carboxylic acid; diazinane-3-carboxylic acid; 3-pyridazinecarboxylic acid, hexahydro-; piperazic pcid; "
4-hydroxyaminoquinoline-<i>N</i>-oxide	
(11E)-dodec-11-enoate	"11-dodecenoate; "
"glucosaminyl-&alpha;1,3-<i>N,N'</i>-diacetylbacillosaminyl-&alpha;1-diphospho-<i>di-trans,octa-cis</i>-undecaprenol"	
"linalyl 6-<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-&beta;-<i>D</i>-glucopyranoside"	"linaloyl &beta;-primerveroside; linalyl &beta;-primeveroside; "
"&beta;-D-glucose 1-phosphate"	"&beta;-D-glucopyranose 1-phosphate; "
N-iodoacetylglucosamine 6-phosphate	
Hg<SUP>2+</SUP>	"mercury (II); Hg<SUP>++</SUP>; mercury ion; Hg(II); "
glyoxylate	"glyoxalate; glyoxylic acid; glyox; "
"isorhamnetin 3-<i>O</i>-(3""-<i>O</i>-<i>p</i>-coumaroyl)-glucoside"	
ATP	"adenosine-5'-triphosphate; adenosine-triphosphate; adenylpyrophosphate; "
cis-3-phenylcyclohexa-3,5-diene-1,2-diol	"(1S,2R)-3-phenylcyclohexa-3,5-diene-1,2-diol; cis-2,3-dihydro-2,3-dihydroxybiphenyl; "
<i>N</i>-acetyl-D-galactosamine 4,6-bissulfate	"<i>N</i>-acetyl-D-galactosamine 4,6-disulfate; "
"&gamma;-coniceine"	
chaetoglobosin J	
kaempferide 3-<i>O</i>-glucoside	
3',5'-diiodothyronamine	"4-[4-(2-aminoethyl)phenoxy]-2,6-diiodo-phenol; 3',5'-T2AM; "
1-18:1-2-18:1-digalactosyldiacylglycerol	"18:1-18:1-DGDG; 1,2(9Z-octadecenoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol; "
aeruginopeptin 917S-A	"microcystilide A; "
L-talarate	"L-altrarate; "
lipid A-core-1-pyrophosphoethanolamine	
durhamycin A	
[5-(aminomethyl)furan-3-yl]methyl phosphate	"5-(aminomethyl)-3-furanmethanol phosphate; "
D-glyceraldehyde 3-phosphate	"glyceraldehyde-phosphate; (2<i>R</i>)-2-hydroxy-3-(phosphonooxy)-propanal; D-glyceraldehyde-3-P; glyceraldehyde 3-phosphate; glyceraldehyde-3-P; 3-phosphoglyceraldehyde; GAP; triose phosphate; glyceraldehyde-P; "
"&beta;-patchoulene"	
"&gamma;-Glu-Cys-&gamma;-Glu-Cys-&beta;-Ala"	"&gamma;-L-glutamyl-L-cysteinyl-&gamma;-L-glutamyl-L-cysteinyl-&beta;-L-Alanine; "
dodecyldimethylamine oxide	"lauryldimethylamine N-oxide; imethylaurylamine oxide; lauryldimethylamine oxide; Ammonyx LO; dodecyldimethylamine N-oxide; lauramine oxide; Ammonyx AO; Conco XAL; Empigen OB; Aromox DMCD; "
2-(4-pyridyl)ethanesulfonate	
2-<i>endo</i>-hydroxy-1,8-cineole	
decanal	"n-decanal; 1-decanal; n-decyl aldehyde; capraldehyde; Capric aldehyde; "
